Subj_137,50,3,0,3,100,2,-50,1,50,4,100,1,50,3,100,2,50,4,-100,1,0,3,100,2,100,2,100,2,100,2,-1150,2,50,3,-250,1,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,0,3,50,3,50,3,0,3,100,1,100,1,100,1,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,50,3,100,1,50,4,-150,1,50,4,50,3,100,2,50,3,-200,1,0,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,Horstmann
Subj_138,100,2,50,4,100,1,50,3,-50,1,0,3,100,2,100,2,50,4,100,2,-150,1,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,100,1,0,3,50,4,0,3,50,4,50,4,-1150,2,-200,4,-100,1,0,3,100,1,-200,1,50,4,50,4,50,4,100,1,50,4,-200,4,100,1,-250,1,0,3,50,4,100,2,100,2,100,2,100,2,50,4,100,2,50,4,50,4,50,3,50,3,50,3,50,4,50,4,50,3,0,3,-200,4,50,4,50,3,-100,1,50,4,50,4,100,2,100,2,50,4,50,4,-200,1,50,4,100,1,100,1,50,4,100,1,50,4,50,3,0,3,50,4,-250,1,50,4,100,2,-200,4,100,2,100,2,100,1,50,4,100,1,50,4,-50,1,50,3,50,4,0,3,50,4,50,4,-150,1,50,4,50,4,50,3,50,4,0,3,50,4,Horstmann
Subj_139,50,3,100,2,-150,1,100,2,100,2,50,4,100,2,0,3,100,2,100,2,100,2,100,2,100,2,-100,1,-1150,2,50,3,-1150,2,100,1,-250,1,50,3,50,4,50,3,100,2,-200,1,100,2,100,2,0,3,0,3,0,3,100,2,100,2,-200,4,100,2,50,3,100,2,0,3,50,4,50,4,50,4,0,3,-50,1,100,2,50,4,100,2,50,3,100,2,50,4,100,2,50,3,0,3,50,4,50,4,100,2,100,2,100,2,100,2,-1150,2,0,3,50,4,100,1,100,1,100,1,100,1,-50,1,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,50,3,50,3,50,3,0,3,-100,1,100,2,100,2,100,2,-1150,2,50,4,50,4,0,3,100,1,100,1,100,2,-1150,2,100,1,100,2,-200,4,50,3,0,3,100,2,100,2,-200,1,Horstmann
Subj_140,0,3,100,2,50,4,-150,1,100,2,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,50,3,50,3,-200,4,0,3,100,2,0,3,100,2,100,2,100,2,100,2,100,2,0,3,100,2,100,2,100,2,-1150,2,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,3,100,2,100,2,100,2,50,3,100,2,100,2,50,3,100,2,50,3,100,2,50,3,100,2,50,3,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,0,3,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,100,2,100,2,0,3,-1150,2,50,4,100,1,-250,1,100,1,100,2,100,2,100,2,100,2,100,2,100,2,0,3,100,2,Horstmann
Subj_141,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,-1150,2,-200,4,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,-200,4,50,4,-150,1,-50,1,100,1,-200,1,100,1,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,0,3,50,4,50,4,50,4,50,4,50,4,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,3,50,4,50,4,50,4,-200,4,0,3,100,2,100,2,100,2,100,2,-1150,2,100,1,-100,1,100,1,0,3,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,3,100,2,100,2,100,2,100,2,Horstmann
Subj_142,50,4,50,3,100,1,100,2,100,2,-250,1,0,3,50,4,50,4,100,2,100,2,100,2,50,4,0,3,-1150,2,-200,4,0,3,-100,1,50,4,50,4,100,2,100,2,50,3,50,3,50,4,50,4,0,3,50,4,50,4,50,4,-200,4,-50,1,100,1,100,1,100,1,100,1,-200,1,50,4,100,2,100,2,50,4,50,4,50,3,50,4,50,4,50,4,-150,1,50,3,0,3,50,4,50,4,50,4,50,4,50,4,-200,4,100,1,-50,1,50,3,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,0,3,100,2,50,4,50,3,50,4,50,4,50,3,50,4,50,4,-200,4,50,4,50,4,0,3,0,3,50,4,50,4,50,4,100,2,50,4,50,4,50,4,100,2,50,4,50,4,50,4,0,3,50,4,50,4,50,4,50,4,50,4,Horstmann
Subj_143,50,4,50,3,100,1,100,2,50,3,0,3,-100,1,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,0,3,100,1,50,4,100,2,50,4,50,4,50,4,-200,1,50,4,-200,4,0,3,100,2,100,2,-1150,2,50,4,50,4,50,3,50,3,-50,1,50,4,50,4,0,3,50,4,50,4,0,3,100,1,100,2,100,2,-250,1,50,3,100,2,100,2,100,2,50,4,0,3,100,1,100,2,50,4,50,3,-150,1,50,4,100,2,100,2,0,3,50,4,100,2,50,3,50,4,100,2,-200,4,0,3,100,1,-100,1,50,4,100,2,50,3,50,4,100,2,50,4,50,3,-50,1,0,3,50,4,50,4,100,2,-1150,2,50,4,50,3,-250,1,50,4,0,3,100,2,-200,4,0,3,100,1,100,2,50,3,-150,1,100,2,50,4,0,3,100,1,50,4,100,2,50,4,0,3,Horstmann
Subj_144,50,4,-1150,2,0,3,50,4,-250,1,50,4,-200,4,100,1,50,4,100,1,50,4,100,1,50,4,-50,1,50,4,50,4,50,4,100,2,50,4,-150,1,50,4,100,2,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,50,3,50,3,50,4,50,4,100,2,100,2,100,2,0,3,50,4,50,4,100,2,100,2,100,2,50,4,50,4,100,2,-1150,2,50,4,50,4,50,4,50,4,100,2,100,2,50,4,50,4,100,2,100,2,-200,4,100,2,100,2,100,2,-100,1,100,2,50,4,100,2,100,2,50,4,100,1,100,2,100,2,50,4,50,4,100,2,100,2,50,4,100,1,100,2,100,2,50,4,-200,1,-1150,2,50,4,50,4,100,2,100,2,50,4,100,2,100,2,-200,4,100,2,-1150,2,100,1,100,1,100,2,Horstmann
Subj_145,50,4,50,4,-1150,2,100,2,50,4,50,4,-200,4,100,2,50,4,100,2,50,4,100,2,100,2,50,4,50,4,100,1,50,4,100,2,100,2,100,2,100,2,100,2,50,4,-250,1,100,2,100,2,100,2,50,4,100,2,100,2,100,2,50,3,100,2,-200,4,100,2,-1150,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,100,2,100,2,100,2,-50,1,100,2,100,2,100,2,50,4,50,4,100,2,100,2,100,2,50,3,-1150,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,100,2,50,4,100,2,-1150,2,50,4,100,2,100,2,-200,1,100,1,100,2,100,2,100,2,50,4,100,2,100,2,-200,4,100,2,100,2,100,2,50,4,100,2,100,2,50,4,100,2,100,2,50,4,-1150,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,Horstmann
Subj_146,100,1,50,3,100,2,50,4,50,4,100,2,0,3,100,1,-50,1,0,3,0,3,100,2,-1150,2,-200,4,50,4,100,2,50,3,-150,1,-100,1,0,3,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,100,1,100,1,-200,1,100,2,100,2,100,2,50,3,0,3,50,4,50,4,-200,4,100,2,100,2,-250,1,50,3,0,3,100,1,100,1,100,1,100,2,100,2,50,4,0,3,-100,1,-150,1,100,2,100,2,-1150,2,50,4,50,4,50,4,100,1,-200,1,50,3,100,2,100,2,-200,4,100,1,-250,1,100,2,100,2,100,2,0,3,50,4,50,4,-50,1,100,2,100,2,0,3,50,4,50,4,-150,1,-1150,2,-200,1,100,2,100,2,100,2,50,3,50,4,50,4,Horstmann
Subj_147,100,2,50,4,-100,1,50,3,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,50,4,50,3,50,4,50,3,50,4,0,3,50,4,50,4,-200,4,0,3,50,3,0,3,100,2,50,4,50,4,50,4,100,2,0,3,100,2,50,4,100,2,50,4,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,100,2,50,4,100,2,0,3,0,3,50,3,50,3,50,3,100,2,50,4,0,3,0,3,50,3,0,3,50,4,100,1,100,1,-150,1,100,1,100,1,100,1,-50,1,-250,1,-200,1,50,4,50,3,100,2,-200,4,100,2,100,2,0,3,0,3,0,3,50,3,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,0,3,50,3,50,3,0,3,50,3,Horstmann
Subj_148,50,4,100,2,100,1,0,3,50,4,-250,1,100,1,100,1,-150,1,-200,1,50,4,100,2,-50,1,50,3,50,4,100,2,-100,1,50,3,50,4,100,2,50,4,50,3,100,1,0,3,50,4,-1150,2,50,4,100,1,0,3,0,3,100,2,-250,1,50,3,100,2,50,3,100,2,0,3,50,4,100,1,0,3,-200,4,100,2,50,3,100,2,50,3,100,2,0,3,100,1,50,4,-100,1,-200,4,0,3,100,2,50,3,100,2,50,3,100,2,0,3,50,4,50,3,100,2,0,3,50,4,50,3,100,2,0,3,50,4,50,3,100,2,0,3,50,4,50,3,-1150,2,50,4,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,1,50,4,-150,1,0,3,50,4,100,2,0,3,-200,4,100,2,100,2,100,2,-1150,2,50,4,50,3,100,2,50,3,100,2,Horstmann
Subj_149,-50,1,100,1,-250,1,100,1,50,4,50,4,50,4,0,3,0,3,100,2,100,2,100,2,100,2,100,2,50,3,50,3,50,4,-1150,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,0,3,50,4,0,3,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,0,3,50,3,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,3,100,2,0,3,50,3,0,3,50,3,0,3,50,4,50,4,50,4,50,4,50,4,0,3,50,4,-200,4,100,2,100,2,100,2,0,3,50,4,50,4,50,4,50,4,50,3,50,3,50,3,50,3,0,3,100,2,-1150,2,50,3,0,3,50,3,0,3,50,4,-200,4,50,4,Horstmann
Subj_150,100,2,50,4,100,1,50,3,100,2,100,1,50,4,100,2,-100,1,-1150,2,50,4,50,3,50,4,50,3,50,4,-200,4,0,3,100,2,100,1,100,2,-200,1,50,4,0,3,100,2,100,1,50,4,50,3,100,2,-250,1,50,4,0,3,50,3,50,4,-150,1,100,2,100,1,50,4,100,2,-50,1,0,3,100,2,-100,1,100,2,-200,4,100,2,0,3,-50,1,100,2,-1150,2,50,4,0,3,100,2,100,1,50,4,100,2,50,4,0,3,100,2,100,1,0,3,100,2,100,1,50,4,100,2,-200,1,50,4,50,3,-250,1,50,4,50,3,100,2,50,4,50,3,100,2,50,4,0,3,100,2,100,1,50,3,100,2,-150,1,0,3,100,2,100,1,50,4,-1150,2,100,1,50,4,50,3,0,3,50,4,-200,1,100,2,-50,1,50,4,0,3,100,2,50,4,100,2,50,3,Horstmann
Subj_151,-200,4,100,1,100,2,50,3,-150,1,100,2,100,2,100,2,100,2,50,4,100,2,0,3,-50,1,100,2,100,2,100,2,-1150,2,50,4,50,4,100,2,100,2,100,2,100,2,50,4,50,4,100,2,100,2,100,2,50,4,50,4,100,2,-1150,2,100,2,100,2,-1150,2,50,4,50,4,100,2,50,4,50,4,-200,4,100,2,100,2,50,3,50,4,50,3,100,2,0,3,50,4,50,4,50,4,100,2,50,4,50,4,50,4,-200,4,-250,1,100,2,50,4,50,4,100,2,50,4,50,4,0,3,0,3,50,4,50,3,50,4,0,3,50,3,0,3,100,2,50,4,50,3,50,4,50,3,0,3,50,3,50,3,0,3,100,2,0,3,0,3,50,4,50,3,0,3,50,4,0,3,50,4,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,Horstmann
Subj_152,0,3,0,3,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-150,1,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-200,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,3,0,3,50,3,50,3,50,4,50,4,50,4,100,2,50,4,0,3,50,4,50,4,50,4,100,2,100,2,100,2,100,2,50,4,50,3,-200,4,50,4,50,4,50,4,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,3,-200,4,50,4,100,2,100,2,100,2,100,2,50,4,50,4,0,3,50,3,0,3,0,3,100,1,-200,1,100,1,-50,1,-100,1,50,4,-1150,2,100,2,100,2,Horstmann
Subj_153,-50,1,50,3,100,2,-200,4,-1150,2,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,1,0,3,100,1,50,4,50,4,50,4,50,4,100,2,100,2,100,2,0,3,50,3,-100,1,50,4,50,4,50,4,50,4,-200,1,50,3,100,2,50,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,0,3,100,1,-150,1,50,4,50,4,100,2,100,2,100,2,0,3,100,1,100,1,-250,1,100,2,-1150,2,0,3,100,1,50,4,-200,1,100,2,100,2,100,2,50,3,-100,1,50,4,100,2,100,2,100,2,100,1,-250,1,100,2,100,2,100,2,50,4,50,4,50,4,100,1,-50,1,100,2,100,2,100,2,50,3,-200,4,0,3,-1150,2,50,3,100,2,Horstmann
Subj_154,50,4,50,3,-100,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,-250,1,0,3,50,4,50,4,50,4,100,2,100,2,100,2,50,4,50,4,50,4,100,2,100,2,-1150,2,50,4,50,4,50,3,0,3,100,1,100,2,-200,4,100,2,100,2,100,2,50,3,-200,1,100,2,100,2,100,2,50,4,50,4,-1150,2,0,3,-50,1,100,2,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,-200,4,100,2,50,4,100,2,50,4,100,2,50,3,100,2,50,4,100,2,0,3,-1150,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,-150,1,50,4,100,2,50,4,100,2,50,4,100,2,Horstmann
Subj_155,-100,1,50,4,50,4,50,4,-200,4,50,4,50,4,0,3,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,100,2,100,2,-1150,2,50,4,50,4,100,2,100,2,100,2,50,4,-200,4,100,2,100,2,100,2,50,4,100,2,-1150,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,-200,4,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,-200,4,50,4,50,4,100,2,50,4,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,100,2,50,4,50,4,-1150,2,-200,4,50,4,50,4,100,2,100,2,100,2,50,4,50,4,100,2,100,2,50,4,100,2,-1150,2,50,4,50,4,100,2,100,2,100,2,-200,4,100,2,100,2,Horstmann
Subj_156,-100,1,-250,1,100,1,-200,1,50,3,0,3,0,3,50,3,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,1,100,1,-50,1,100,1,-200,4,50,4,50,4,50,4,50,3,0,3,0,3,0,3,50,3,50,3,-150,1,100,1,-200,1,-50,1,100,2,100,2,-1150,2,100,2,50,4,0,3,100,1,0,3,-100,1,50,3,50,4,100,2,50,3,50,4,100,2,100,1,100,2,100,1,100,2,100,1,100,2,-250,1,100,2,-150,1,-1150,2,100,1,100,2,50,4,0,3,-100,1,100,2,0,3,100,2,100,2,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,100,1,0,3,50,3,100,2,100,1,50,4,100,2,50,3,100,1,50,4,100,2,50,3,-150,1,50,4,100,2,50,3,-200,1,50,4,100,2,0,3,-250,1,50,4,100,2,100,2,100,2,Horstmann
Subj_157,0,3,50,4,-50,1,100,2,100,2,-1150,2,50,3,50,3,0,3,0,3,50,4,50,4,50,3,0,3,50,4,50,4,-100,1,100,2,0,3,-200,4,100,2,50,3,100,2,50,4,-250,1,100,2,50,3,50,4,100,2,0,3,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,50,4,50,3,50,4,0,3,-200,1,50,4,-200,4,0,3,-150,1,100,1,100,1,100,1,100,1,100,1,-100,1,50,4,-150,1,50,4,50,4,0,3,50,4,100,1,100,1,-50,1,50,4,50,4,0,3,-200,4,50,3,50,3,50,3,50,3,50,3,50,3,0,3,-200,1,50,4,50,4,50,3,50,3,50,4,50,4,0,3,50,4,50,4,0,3,50,4,50,4,0,3,50,4,50,4,0,3,-200,4,100,1,50,3,50,3,50,3,50,4,50,3,50,4,50,3,50,4,0,3,Horstmann
Subj_158,50,4,50,4,50,4,50,4,-1150,2,100,2,100,2,100,2,0,3,50,3,100,2,100,1,100,1,100,1,-250,1,-100,1,50,3,0,3,0,3,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,50,3,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,-1150,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,1,-200,1,-150,1,50,4,100,2,-200,4,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,Horstmann
Subj_159,50,4,50,3,-50,1,50,4,50,4,50,3,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,-200,4,0,3,100,2,100,2,100,2,100,2,100,2,100,1,-200,1,50,4,-200,4,100,2,100,2,100,2,50,4,100,1,50,3,100,2,50,4,100,1,50,3,100,2,50,4,100,1,0,3,-1150,2,50,4,-100,1,50,4,50,4,50,4,50,4,50,3,0,3,100,2,100,1,0,3,100,2,50,4,-250,1,50,4,100,2,0,3,100,2,-200,4,-150,1,50,4,100,2,-1150,2,50,4,-50,1,0,3,100,2,50,4,-100,1,0,3,100,2,100,2,50,4,50,4,100,1,100,1,50,3,0,3,100,2,100,2,50,4,50,4,100,1,-150,1,50,3,50,3,100,2,100,2,50,4,50,4,-200,1,50,3,50,3,100,2,100,2,50,4,50,4,Horstmann
Subj_160,0,3,50,4,100,2,-200,1,-200,4,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,-50,1,100,1,100,1,100,1,-100,1,-150,1,100,1,100,1,-250,1,100,1,100,1,100,1,-50,1,-100,1,-150,1,100,1,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,-1150,2,-250,1,100,1,100,1,100,1,-50,1,100,2,Horstmann
Subj_161,50,4,50,3,100,1,-1150,2,50,4,50,3,100,1,0,3,50,4,100,2,100,1,100,2,50,4,-100,1,100,2,0,3,50,4,50,4,50,4,50,4,100,2,-200,4,100,2,100,2,50,4,100,2,50,4,50,4,50,4,100,2,50,4,50,4,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,100,2,50,4,100,2,100,2,-1150,2,-200,4,100,2,100,2,-200,1,50,3,50,3,50,4,100,2,100,2,100,2,50,4,0,3,50,4,100,2,100,2,-1150,2,50,4,50,4,-200,4,0,3,-150,1,50,4,100,2,100,2,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,50,4,50,4,50,4,100,2,100,2,50,4,50,4,50,4,100,2,100,2,100,2,50,4,50,4,100,2,-1150,2,50,4,100,2,-200,4,100,2,100,2,100,2,50,4,100,2,Horstmann
Subj_162,100,2,-200,1,50,3,50,4,50,4,50,4,100,2,100,2,100,2,100,2,50,3,100,1,100,1,0,3,-150,1,-1150,2,100,2,50,4,50,4,50,4,50,4,-200,4,0,3,50,3,0,3,50,3,100,2,100,2,100,2,-250,1,100,1,-50,1,-1150,2,0,3,50,3,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,Horstmann
Subj_163,100,2,80,2,50,3,110,2,100,1,60,3,-10,3,120,2,120,1,50,4,90,2,55,3,-70,1,40,4,5,3,100,2,90,1,90,2,45,4,120,2,45,3,-1140,2,45,4,0,3,80,2,-190,1,55,4,60,4,40,4,110,2,100,2,45,3,100,1,90,2,10,3,55,4,-1370,2,-120,1,120,2,-10,3,130,2,55,3,120,1,110,2,30,3,90,2,50,4,-140,1,100,2,120,2,-10,3,-260,1,-1630,2,-190,4,45,3,45,3,110,1,110,2,-220,1,55,4,40,3,140,2,90,1,25,3,130,2,-15,3,40,4,-150,1,100,2,-80,1,60,4,40,4,45,4,110,1,-210,1,70,3,110,2,-20,1,55,4,120,2,-10,3,65,4,120,2,-130,1,100,1,60,3,70,4,-130,1,40,3,140,2,50,4,55,3,-160,1,110,2,130,2,30,3,-205,4,110,1,-1860,2,15,3,Kjome
Subj_164,100,1,100,2,50,4,80,2,110,2,120,2,90,2,40,4,45,4,45,4,50,3,60,3,-10,3,100,2,90,2,120,2,-1140,2,120,1,-70,1,90,1,-190,1,55,3,5,3,55,4,60,4,40,4,55,4,50,4,100,1,45,3,-190,4,80,2,110,2,0,3,55,4,45,3,40,4,100,2,10,3,90,2,-120,1,120,1,-140,1,-260,1,-1370,2,110,1,-220,1,-10,3,120,2,130,2,110,2,60,4,40,4,45,4,55,4,90,2,100,2,65,4,70,4,50,4,-205,4,120,2,55,3,30,3,-1630,2,90,1,-150,1,110,2,140,2,130,2,-10,3,-80,1,100,2,45,3,45,3,110,1,-210,1,-20,1,60,4,55,4,65,4,40,3,-130,1,80,4,40,4,25,3,80,4,40,4,65,4,100,1,-15,3,-245,4,60,4,-130,1,110,2,120,2,120,2,140,2,110,2,130,2,Kjome
Subj_165,100,1,120,1,-70,1,100,2,80,2,90,1,-190,1,50,3,50,4,110,2,40,4,60,3,120,2,45,4,-10,3,90,2,45,4,100,2,55,4,90,2,60,4,120,2,40,4,-1140,2,55,4,50,4,-190,4,55,3,100,1,80,2,5,3,55,4,-120,1,110,2,45,3,40,4,100,2,0,3,60,4,90,2,40,4,120,1,-1370,2,45,4,45,3,55,4,10,3,65,4,-140,1,120,2,-10,3,130,2,55,3,110,2,30,3,70,4,-260,1,90,2,-10,3,50,4,100,2,45,3,45,3,-205,4,120,2,40,3,-1630,2,110,1,110,2,25,3,60,4,140,2,55,4,-220,1,130,2,65,4,100,2,-15,3,80,4,110,2,40,4,120,2,80,4,120,2,40,4,140,2,65,4,110,2,-245,4,130,2,-1860,2,120,2,60,4,110,2,65,4,130,2,75,4,60,4,150,2,70,3,Kjome
Subj_166,100,1,100,2,120,1,-70,1,80,2,50,3,110,2,50,4,120,2,90,1,90,2,60,3,40,4,-190,1,100,2,90,2,120,2,-1140,2,-10,3,45,4,45,4,55,4,60,4,80,2,40,4,100,1,110,2,55,4,55,3,50,4,-120,1,-190,4,5,3,100,2,90,2,-1370,2,45,3,0,3,55,4,40,4,120,2,60,4,45,3,10,3,130,2,120,1,-10,3,40,4,110,2,45,4,90,2,55,4,-140,1,65,4,55,3,100,2,30,3,70,4,120,2,-10,3,50,4,-1630,2,-205,4,45,3,110,2,140,2,45,3,60,4,-260,1,130,2,40,3,25,3,-15,3,55,4,65,4,80,4,40,4,80,4,40,4,65,4,-245,4,60,4,110,1,65,4,75,4,100,2,60,4,65,4,-250,4,70,3,110,2,-220,1,85,4,45,4,-10,3,55,4,70,4,55,4,70,4,80,4,Kjome
Subj_167,100,1,120,1,-70,1,90,1,-190,1,100,1,-120,1,120,1,100,2,50,3,50,4,40,4,45,4,45,4,55,4,60,4,40,4,55,4,50,4,-190,4,55,4,40,4,60,4,40,4,45,4,55,4,65,4,70,4,50,4,-205,4,60,4,55,4,65,4,80,4,40,4,80,4,40,4,65,4,-245,4,60,4,65,4,75,4,60,4,65,4,60,3,-10,3,-250,4,55,3,5,3,45,3,80,2,85,4,110,2,-140,1,120,2,90,2,45,4,55,4,100,2,90,2,120,2,-1140,2,70,4,80,2,110,2,100,2,90,2,-1370,2,55,4,70,4,80,4,65,4,70,4,-270,4,90,4,50,4,60,4,75,4,60,4,75,4,85,4,70,4,75,4,85,4,95,4,55,4,-310,4,80,4,65,4,120,2,130,2,110,2,90,2,100,2,120,2,-630,4,110,2,140,2,130,2,100,2,Kjome
Subj_168,100,2,50,4,100,1,50,3,80,2,40,4,60,3,-10,3,45,4,110,2,55,3,120,1,45,4,55,4,60,4,120,2,5,3,40,4,-70,1,55,4,50,4,-190,4,45,3,55,4,0,3,40,4,90,2,60,4,100,2,40,4,90,2,45,4,120,2,55,4,-1140,2,65,4,70,4,90,1,50,4,80,2,-205,4,45,3,60,4,55,4,-190,1,10,3,65,4,-10,3,80,4,40,4,80,4,110,2,40,4,100,1,65,4,-245,4,55,3,60,4,65,4,-120,1,75,4,60,4,30,3,65,4,100,2,-250,4,90,2,85,4,-10,3,120,1,-140,1,45,4,45,3,55,4,-260,1,70,4,55,4,45,3,70,4,40,3,80,4,25,3,65,4,-15,3,70,4,70,3,-270,4,-10,3,90,4,50,4,60,4,-1370,2,75,4,60,4,120,2,130,2,75,4,85,4,110,2,70,4,Kjome
